player,seasons,poss,rapm,period_rank,overallrank,id
Jannero Pargo,2014-18,1225,-0.97,704,13265,45995
Steven Adams,2010-14,7213,-0.97,612,13266,45996
DJ Strawberry,2006-10,1083,-0.97,598,13267,45997
Jason Hart,2003-07,16561,-0.97,615,13268,45998
Dominic McGuire,2013-17,1426,-0.97,651,13269,45999
Brian Cardinal,2012-16,1142,-0.97,640,13270,46000
Greg Anderson,1998-02,1530,-0.97,602,13271,46001
Miroslav Raduljica,2012-16,1841,-0.97,641,13272,46002
Doug McDermott,2012-16,8716,-0.97,642,13273,46003
Nerlens Noel,2014-18,23018,-0.97,705,13274,46004
Dwight Powell,2013-17,10399,-0.97,652,13275,46005
Loy Vaught,2000-04,3179,-0.97,585,13276,46006
Chris Carr,2001-05,1162,-0.97,587,13277,46007
Rick Brunson,2005-09,8018,-0.97,618,13278,46008
Mile Ilic,2004-08,20,-0.97,622,13279,46009
Charles Jenkins,2009-13,5189,-0.97,613,13280,46010
Terrel Harris,2011-15,1757,-0.97,627,13281,46011
Mile Ilic,2003-07,20,-0.97,616,13282,46012
Cedric Ceballos,2000-04,9838,-0.97,586,13283,46013
Sean Colson,2001-05,174,-0.97,588,13284,46014
Peyton Siva,2011-15,821,-0.97,628,13285,46015
Spencer Hawes,2013-17,31590,-0.97,653,13286,46016
Nando De Colo,2009-13,3647,-0.97,614,13287,46017
Javonte Green,2016-20,2005,-0.97,770,13288,46018
Cedric Ceballos,1999-03,11069,-0.97,594,13289,46019
Will Bynum,2006-10,10144,-0.97,599,13290,46020
Stanley Roberts,1997-01,5330,-0.97,545,13291,46021
Luc Longley,2000-04,7425,-0.97,587,13292,46022
Mile Ilic,2005-09,20,-0.97,619,13293,46023
Daniel Ochefu,2016-20,328,-0.97,771,13294,46024
Travis Outlaw,2000-04,72,-0.97,588,13295,46025
John Lucas III,2012-16,9551,-0.97,643,13296,46026
Jason Collins,2014-18,667,-0.97,706,13297,46027
Rusty LaRue,1999-03,5587,-0.97,595,13298,46028
Mile Ilic,2006-10,20,-0.97,600,13299,46029
Austin Rivers,2013-17,34022,-0.97,654,13300,46030
Sean May,2009-13,2347,-0.97,615,13301,46031
Trenton Hassell,2001-05,34869,-0.97,589,13302,46032
Willie Green,2006-10,29531,-0.97,601,13303,46033
Miles Plumlee,2013-17,17933,-0.97,655,13304,46034
Mark Bryant,2002-06,1790,-0.97,586,13305,46035
Ray McCallum,2015-19,7522,-0.97,740,13306,46036
Walker Russell,2008-12,1340,-0.97,599,13307,46037
Lance Thomas,2016-20,18044,-0.97,772,13308,46038
Anthony Parker,1997-01,1407,-0.97,546,13309,46039
Mile Ilic,2007-11,20,-0.98,595,13310,46040
Furkan Aldemir,2012-16,2089,-0.98,644,13311,46041
Jerome Moiso,2005-09,449,-0.98,620,13312,46042
Quincy Douby,2005-09,6073,-0.98,621,13313,46043
Terrence Williams,2010-14,11507,-0.98,613,13314,46044
Matt Harpring,2008-12,9690,-0.98,600,13315,46045
Andrea Bargnani,2011-15,24340,-0.98,629,13316,46046
Willie Green,2012-16,15655,-0.98,645,13317,46047
James Nunnally,2016-20,415,-0.98,773,13318,46048
Jeff Ayres,2014-18,6218,-0.98,707,13319,46049
David West,2002-06,15554,-0.98,587,13320,46050
Dajuan Wagner,2002-06,8356,-0.98,588,13321,46051
Pape Sow,2007-11,139,-0.98,596,13322,46052
John Holland,2015-19,712,-0.98,741,13323,46053
Admiral Schofield,2016-20,1541,-0.98,774,13324,46054
Gary Forbes,2007-11,3237,-0.98,597,13325,46055
Tony Smith,1998-02,481,-0.98,603,13326,46056
Bruno Caboclo,2011-15,83,-0.98,630,13327,46057
Miroslav Raduljica,2015-19,75,-0.98,742,13328,46058
Eddie House,2002-06,22520,-0.98,589,13329,46059
DJ Strawberry,2008-12,1083,-0.98,601,13330,46060
Earl Barron,2006-10,5047,-0.98,602,13331,46061
Esteban Batista,2007-11,304,-0.98,598,13332,46062
Evan Turner,2013-17,50476,-0.98,656,13333,46063
Hubert Davis,2003-07,1367,-0.98,617,13334,46064
Chris Dudley,2000-04,5392,-0.98,589,13335,46065
Predrag Savovic,2003-07,1017,-0.98,618,13336,46066
Nicolas Laprovittola,2013-17,670,-0.98,657,13337,46067
Rodney White,1999-03,6067,-0.98,596,13338,46068
Terrence Jones,2010-14,10643,-0.98,614,13339,46069
Sasha Vujacic,2011-15,6224,-0.98,631,13340,46070
Lorenzen Wright,1999-03,26976,-0.98,597,13341,46071
Earl Boykins,2004-08,34660,-0.98,623,13342,46072
Ty Jerome,2017-21,4635,-0.98,782,13343,46073
Donatas Motiejunas,2014-18,16796,-0.98,708,13344,46074
Alonzo Gee,2010-14,25601,-0.98,615,13345,46075
Lawrence Moten,1997-01,167,-0.98,547,13346,46076
Felipe Lopez,2002-06,2308,-0.98,590,13347,46077
Walker Russell,2011-15,1340,-0.98,632,13348,46078
Lawrence Moten,1998-02,167,-0.98,604,13349,46079
Carlos Arroyo,2008-12,15976,-0.98,602,13350,46080
Brandon Bass,2006-10,18514,-0.98,603,13351,46081
Meyers Leonard,2009-13,4558,-0.98,616,13352,46082
Antonio Davis,2006-10,3459,-0.98,604,13353,46083
Carl Herrera,1999-03,1093,-0.98,598,13354,46084
Malcolm Lee,2014-18,8,-0.98,709,13355,46085
Malcolm Lee,2015-19,8,-0.98,743,13356,46086
Kris Humphries,2014-18,17024,-0.98,710,13357,46087
Robert Archibald,2001-05,1209,-0.98,590,13358,46088
Reggie Evans,2010-14,20575,-0.98,616,13359,46089
Brian Roberts,2016-20,3759,-0.98,775,13360,46090
Bostjan Nachbar,2005-09,20972,-0.98,622,13361,46091
Terrel Harris,2012-16,1757,-0.99,646,13362,46092
Malachi Richardson,2014-18,2046,-0.99,711,13363,46093
Dajuan Wagner,2003-07,8382,-0.99,619,13364,46094
Anthony Goldwire,2005-09,2032,-0.99,623,13365,46095
Alando Tucker,2006-10,1678,-0.99,605,13366,46096
Kostas Papanikolaou,2015-19,4458,-0.99,744,13367,46097
Vladimir Radmanovic,2013-17,609,-0.99,658,13368,46098
DeAndre Jordan,2009-13,32010,-0.99,617,13369,46099
Matt Carroll,2013-17,19,-0.99,659,13370,46100
Stanley Johnson,2016-20,25968,-0.99,776,13371,46101
Thomas Robinson,2011-15,11620,-0.99,633,13372,46102
Cezary Trybanski,2000-04,383,-0.99,590,13373,46103
Manny Harris,2013-17,814,-0.99,660,13374,46104
Luke Babbitt,2008-12,2586,-0.99,603,13375,46105
Randy Brown,2002-06,950,-0.99,591,13376,46106
Scott Machado,2012-16,130,-0.99,647,13377,46107
Kevin Ollie,1997-01,7434,-0.99,548,13378,46108
Larry Owens,2012-16,268,-0.99,648,13379,46109
Gary Grant,2000-04,226,-0.99,591,13380,46110
Jason Caffey,2002-06,4332,-0.99,592,13381,46111
Tyler Honeycutt,2011-15,491,-0.99,634,13382,46112
Hamidou Diallo,2015-19,2213,-0.99,745,13383,46113
Orien Greene,2002-06,4728,-0.99,593,13384,46114
Ryan Gomes,2012-16,1767,-0.99,649,13385,46115
Rodney White,2000-04,10052,-0.99,592,13386,46116
Michael Olowokandi,2004-08,13549,-0.99,624,13387,46117
Gabe Pruitt,2008-12,1840,-0.99,604,13388,46118
Ed Davis,2011-15,28901,-0.99,635,13389,46119
C.J. Watson,2016-20,6682,-0.99,777,13390,46120
Marcus Georges-Hunt,2014-18,1127,-0.99,712,13391,46121
Malik Newman,2016-20,13,-0.99,778,13392,46122
Pat Garrity,2005-09,9362,-0.99,624,13393,46123
Derrick McKey,2002-06,3110,-0.99,594,13394,46124
Cory Joseph,2009-13,3830,-0.99,618,13395,46125
Malik Newman,2017-21,13,-0.99,783,13396,46126
Bobby Portis,2013-17,9176,-0.99,661,13397,46127
Eddie Griffin,2004-08,10709,-0.99,625,13398,46128
Andre Barrett,2008-12,98,-0.99,605,13399,46129
Predrag Drobnjak,2003-07,16172,-0.99,620,13400,46130
Stromile Swift,2006-10,12798,-0.99,606,13401,46131
Loren Woods,1998-02,1861,-0.99,605,13402,46132
Amal McCaskill,1999-03,803,-0.99,599,13403,46133
Andreas Glyniadakis,2006-10,306,-0.99,607,13404,46134
Chris Mihm,2009-13,403,-0.99,619,13405,46135
Ray McCallum,2014-18,10946,-0.99,713,13406,46136
Tyler Honeycutt,2009-13,491,-0.99,620,13407,46137
Michael Beasley,2011-15,24940,-0.99,636,13408,46138
Earl Barron,2012-16,1202,-0.99,650,13409,46139
Sean Rooks,2001-05,15728,-0.99,591,13410,46140
Gorgui Dieng,2010-14,3252,-0.99,617,13411,46141
Brian Scalabrine,2002-06,16148,-0.99,595,13412,46142
Sean Williams,2008-12,7578,-0.99,606,13413,46143
Willie Green,2011-15,22409,-0.99,637,13414,46144
Derek Grimm,1997-01,155,-0.99,549,13415,46145
Derek Grimm,1998-02,155,-0.99,606,13416,46146
Ekpe Udoh,2013-17,9094,-0.99,662,13417,46147
Alan Henderson,1998-02,29993,-0.99,607,13418,46148
Maciej Lampe,2005-09,1508,-0.99,625,13419,46149
Kwame Brown,2013-17,1002,-0.99,663,13420,46150
Ha Ha,2002-06,1171,-0.99,596,13421,46151
Dalibor Bagaric,2002-06,2659,-0.99,597,13422,46152
Jiri Welsch,2002-06,18602,-0.99,598,13423,46153
Nikoloz Tskitishvili,2001-05,6748,-0.99,592,13424,46154
Joel Freeland,2009-13,1774,-0.99,621,13425,46155
Andreas Glyniadakis,2005-09,306,-0.99,626,13426,46156
James Nunnally,2015-19,415,-0.99,746,13427,46157
Kris Humphries,2017-21,2754,-0.99,784,13428,46158
Rodney Carney,2009-13,9174,-1.00,622,13429,46159
Manny Harris,2014-18,814,-1.00,714,13430,46160
Felton Spencer,1997-01,4566,-1.00,550,13431,46161
Mateen Cleaves,2004-08,1449,-1.00,626,13432,46162
Bryn Forbes,2013-17,1709,-1.00,664,13433,46163
Paul Davis,2003-07,685,-1.00,621,13434,46164
Deyonta Davis,2017-21,5290,-1.00,785,13435,46165
Jiri Welsch,2003-07,18602,-1.00,622,13436,46166
Kris Humphries,2016-20,6585,-1.00,779,13437,46167
Furkan Korkmaz,2014-18,344,-1.00,715,13438,46168
Fred Jones,2006-10,25437,-1.00,608,13439,46169
DJ Mbenga,2002-06,1303,-1.00,599,13440,46170
Viktor Khryapa,2003-07,8259,-1.00,623,13441,46171
Vlade Divac,2005-09,502,-1.00,627,13442,46172
Jermareo Davidson,2008-12,1699,-1.00,607,13443,46173
Darrick Martin,2000-04,6412,-1.00,593,13444,46174
Nicolas Laprovittola,2016-20,670,-1.00,780,13445,46175
Predrag Savovic,2001-05,1017,-1.00,593,13446,46176
Robin Lopez,2007-11,11025,-1.00,599,13447,46177
Josh Selby,2010-14,1159,-1.00,618,13448,46178
Joel Anthony,2015-19,2506,-1.00,747,13449,46179
Brian Cardinal,1997-01,512,-1.00,551,13450,46180
Damon Stoudamire,2008-12,4180,-1.00,608,13451,46181
James Johnson,2006-10,3106,-1.00,609,13452,46182
Nicolas Laprovittola,2017-21,670,-1.00,786,13453,46183
Trey Johnson,2008-12,720,-1.00,609,13454,46184
Calbert Cheaney,2005-09,5268,-1.00,628,13455,46185
Michael Olowokandi,2002-06,27160,-1.00,600,13456,46186
DJ Strawberry,2005-09,1083,-1.00,629,13457,46187
Scott Machado,2013-17,130,-1.00,665,13458,46188
Karim Mane,2017-21,361,-1.00,787,13459,46189
Jarell Eddie,2013-17,878,-1.00,666,13460,46190
Steven Hunter,2002-06,17537,-1.00,601,13461,46191
Tyler Honeycutt,2010-14,491,-1.00,619,13462,46192
Anthony Carter,2010-14,6411,-1.00,620,13463,46193
Wayne Simien,2003-07,1954,-1.00,624,13464,46194
Jan Vesely,2011-15,9356,-1.00,638,13465,46195
Renaldo Balkman,2010-14,1080,-1.00,621,13466,46196
Mark Jackson,2001-05,27838,-1.00,594,13467,46197
Austin Croshere,2007-11,5244,-1.00,600,13468,46198
Orlando Johnson,2012-16,4403,-1.00,651,13469,46199
Shannon Brown,2008-12,26178,-1.00,610,13470,46200
Etan Thomas,2011-15,366,-1.01,639,13471,46201
Jerian Grant,2015-19,19964,-1.01,748,13472,46202
Hilton Armstrong,2006-10,11169,-1.01,610,13473,46203
Henry James,1997-01,920,-1.01,552,13474,46204
Predrag Savovic,2002-06,1017,-1.01,602,13475,46205
Brandon Bass,2013-17,34483,-1.01,667,13476,46206
Caron Butler,2016-20,724,-1.01,781,13477,46207
Joe Young,2012-16,1614,-1.01,652,13478,46208
Predrag Savovic,2000-04,1017,-1.01,594,13479,46209
Kareem Rush,2003-07,18472,-1.01,625,13480,46210
Gary Forbes,2008-12,5908,-1.01,611,13481,46211
Brandon Armstrong,1999-03,967,-1.01,600,13482,46212
Eddie Gill,2007-11,730,-1.01,601,13483,46213
Miroslav Raduljica,2013-17,1841,-1.01,668,13484,46214
Antonio Harvey,1999-03,1214,-1.01,601,13485,46215
Brandon Bass,2002-06,977,-1.01,603,13486,46216
Derrick McKey,2001-05,6950,-1.01,595,13487,46217
Matt Bonner,2003-07,14857,-1.01,626,13488,46218
Cory Higgins,2013-17,124,-1.01,669,13489,46219
Reggie Williams,2008-12,12269,-1.01,612,13490,46220
Arnett Moultrie,2009-13,2027,-1.01,623,13491,46221
Marcus Georges-Hunt,2015-19,1127,-1.01,749,13492,46222
Jerome Moiso,2004-08,1900,-1.01,627,13493,46223
Blake Ahearn,2008-12,867,-1.01,613,13494,46224
Trenton Hassell,2000-04,27329,-1.01,595,13495,46225
Damien Inglis,2016-20,607,-1.01,782,13496,46226
James Nunnally,2017-21,610,-1.01,788,13497,46227
Jeremiah Martin,2017-21,965,-1.01,789,13498,46228
Scott Machado,2011-15,130,-1.01,640,13499,46229
DerMarr Johnson,2006-10,5619,-1.01,611,13500,46230
Walker Russell,2012-16,1340,-1.01,653,13501,46231
JJ Hickson,2014-18,14836,-1.01,716,13502,46232
Juan Toscano-Anderson,2016-20,1102,-1.01,783,13503,46233
Hilton Armstrong,2010-14,3995,-1.01,622,13504,46234
Shawn Marion,2015-19,4376,-1.01,750,13505,46235
Qyntel Woods,1999-03,1110,-1.01,602,13506,46236
Lawrence Funderburke,1997-01,14936,-1.01,553,13507,46237
Solomon Alabi,2007-11,223,-1.01,602,13508,46238
Alan Henderson,1997-01,29273,-1.01,554,13509,46239
Ike Diogu,2010-14,1846,-1.01,623,13510,46240
Nenad Krstic,2011-15,6376,-1.01,641,13511,46241
Javaris Crittenton,2009-13,4387,-1.01,624,13512,46242
Ish Smith,2009-13,4696,-1.01,625,13513,46243
Shaun Livingston,2005-09,18405,-1.01,630,13514,46244
Scott Machado,2010-14,130,-1.01,624,13515,46245
Quincy Douby,2008-12,4636,-1.01,614,13516,46246
B.J. Armstrong,2000-04,2086,-1.01,596,13517,46247
Qyntel Woods,2003-07,7256,-1.01,627,13518,46248
Aaron Gray,2014-18,1376,-1.01,717,13519,46249
Erick Dampier,2008-12,25262,-1.01,615,13520,46250
Mark Blount,2006-10,24481,-1.02,612,13521,46251
Linton Johnson,2000-04,2837,-1.02,597,13522,46252
Mark Blount,2005-09,33009,-1.02,631,13523,46253
Mamadou N'diaye,2005-09,263,-1.02,632,13524,46254
Larry Drew II,2013-17,836,-1.02,670,13525,46255
J.R. Reid,2000-04,2394,-1.02,598,13526,46256
Willie Green,2003-07,14903,-1.02,628,13527,46257
Sasha Pavlovic,2011-15,5523,-1.02,642,13528,46258
Gerald Brown,1997-01,845,-1.02,555,13529,46259
Lou Amundson,2013-17,6383,-1.02,671,13530,46260
Trey Johnson,2009-13,720,-1.02,626,13531,46261
Furkan Aldemir,2013-17,2089,-1.02,672,13532,46262
Ben Hansbrough,2009-13,945,-1.02,627,13533,46263
Kwame Brown,2010-14,10425,-1.02,625,13534,46264
Kris Humphries,2001-05,3177,-1.02,596,13535,46265
Tyrus Thomas,2009-13,23441,-1.02,628,13536,46266
Jarrell Brantley,2016-20,481,-1.02,784,13537,46267
Hamidou Diallo,2016-20,6149,-1.02,785,13538,46268
John Salmons,2004-08,35499,-1.02,628,13539,46269
Jared Sullinger,2017-21,459,-1.02,790,13540,46270
Jaren Jackson Jr.,2017-21,15005,-1.02,791,13541,46271
Timofey Mozgov,2007-11,2070,-1.02,603,13542,46272
DJ Strawberry,2004-08,1083,-1.02,629,13543,46273
Elton Brand,2013-17,14802,-1.02,673,13544,46274
Tony Delk,2005-09,7529,-1.02,633,13545,46275
Walker Russell,2010-14,1340,-1.02,626,13546,46276
Cezary Trybanski,2003-07,383,-1.02,629,13547,46277
Earl Barron,2013-17,1168,-1.02,674,13548,46278
Loren Woods,1999-03,3257,-1.02,603,13549,46279
Mickell Gladness,2008-12,994,-1.02,616,13550,46280
Lorenzo Williams,1997-01,548,-1.02,556,13551,46281
Chris Whitney,2003-07,5347,-1.02,630,13552,46282
Yaroslav Korolev,2007-11,154,-1.02,604,13553,46283
Mickell Gladness,2012-16,994,-1.02,654,13554,46284
Jordan Hamilton,2011-15,7177,-1.02,643,13555,46285
Eddie Gill,2008-12,730,-1.02,617,13556,46286
Matt Carroll,2011-15,4418,-1.02,644,13557,46287
Kornel David,2001-05,817,-1.02,597,13558,46288
JR Smith,2002-06,10402,-1.03,604,13559,46289
Courtney Fortson,2008-12,368,-1.03,618,13560,46290
Kirk Hinrich,2015-19,9791,-1.03,751,13561,46291
Bruno Caboclo,2012-16,254,-1.03,655,13562,46292
Sterling Brown,2017-21,17385,-1.03,792,13563,46293
Travis Best,2005-09,5934,-1.03,634,13564,46294
Elliot Williams,2008-12,585,-1.03,619,13565,46295
Timofey Mozgov,2017-21,5920,-1.03,793,13566,46296
Kenny Anderson,2005-09,2817,-1.03,635,13567,46297
Antoine Wright,2002-06,1445,-1.03,605,13568,46298
Efthimios Rentzias,2003-07,524,-1.03,631,13569,46299
Scott Machado,2009-13,130,-1.03,629,13570,46300
Dahntay Jones,2013-17,5586,-1.03,675,13571,46301
Kevin Ollie,2007-11,8837,-1.03,605,13572,46302
Sun Sun,2007-11,122,-1.03,606,13573,46303
Walker Russell,2009-13,1340,-1.03,630,13574,46304
Maurice Taylor,2002-06,21961,-1.03,606,13575,46305
Greg Foster,2003-07,1957,-1.03,632,13576,46306
Sergio Rodriguez,2008-12,11043,-1.03,620,13577,46307
Shammond Williams,2004-08,4917,-1.03,630,13578,46308
Marquis Daniels,2003-07,23058,-1.03,633,13579,46309
Ike Austin,2000-04,7983,-1.03,599,13580,46310
Darnell Jackson,2011-15,1994,-1.03,645,13581,46311
Nazr Mohammed,2008-12,20466,-1.03,621,13582,46312
Nicolas Laprovittola,2015-19,670,-1.03,752,13583,46313
Sun Sun,2009-13,122,-1.03,631,13584,46314
Nik Stauskas,2017-21,15049,-1.03,794,13585,46315
Jacque Vaughn,2006-10,15956,-1.03,613,13586,46316
Kelenna Azubuike,2006-10,20548,-1.03,614,13587,46317
Jimmer Fredette,2008-12,4429,-1.03,622,13588,46318
John Jenkins,2009-13,3642,-1.03,632,13589,46319
Damien Wilkins,2002-06,8716,-1.03,607,13590,46320
Lance Thomas,2014-18,20094,-1.03,718,13591,46321
Al Jefferson,2013-17,36815,-1.03,676,13592,46322
Nolan Smith,2009-13,3166,-1.03,633,13593,46323
Earl Watson,2013-17,3893,-1.03,677,13594,46324
Isaiah Roby,2017-21,5974,-1.03,795,13595,46325
Kelly Oubre Jr.,2014-18,20331,-1.03,719,13596,46326
Steve Blake,2016-20,4168,-1.03,786,13597,46327
Will Solomon,2009-13,2718,-1.03,634,13598,46328
Jason Maxiell,2014-18,5270,-1.03,720,13599,46329
Jarell Eddie,2014-18,912,-1.03,721,13600,46330
Michael Redd,2011-15,3432,-1.03,646,13601,46331
Manny Harris,2015-19,100,-1.03,753,13602,46332
Tony Battie,2009-13,8746,-1.03,635,13603,46333
Jarron Collins,1999-03,7168,-1.03,604,13604,46334
DJ White,2012-16,4481,-1.03,656,13605,46335
Josh Howard,2012-16,5016,-1.04,657,13606,46336
Sun Sun,2008-12,122,-1.04,623,13607,46337
Arinze Onuaku,2015-19,372,-1.04,754,13608,46338
Vincent Poirier,2017-21,734,-1.04,796,13609,46339
Craig Smith,2011-15,4028,-1.04,647,13610,46340
Doug McDermott,2013-17,15188,-1.04,678,13611,46341
Larry Drew II,2011-15,836,-1.04,648,13612,46342
Aaron Brooks,2017-21,4302,-1.04,797,13613,46343
John Lucas III,2015-19,1054,-1.04,755,13614,46344
Sun Sun,2006-10,122,-1.04,615,13615,46345
Gabe Vincent,2017-21,3012,-1.04,798,13616,46346
Kevin Seraphin,2012-16,20442,-1.04,658,13617,46347
Eddy Curry,2004-08,38206,-1.04,631,13618,46348
Gary Neal,2008-12,13504,-1.04,624,13619,46349
Primoz Brezec,2002-06,18246,-1.04,608,13620,46350
Yi Jianlian,2006-10,17517,-1.04,616,13621,46351
DJ White,2008-12,7515,-1.04,625,13622,46352
Rusty LaRue,1998-02,6053,-1.04,608,13623,46353
Justin Anderson,2016-20,13170,-1.04,787,13624,46354
Awvee Storey,2008-12,984,-1.04,626,13625,46355
Rashad McCants,2009-13,4290,-1.04,636,13626,46356
Cezary Trybanski,2001-05,383,-1.04,598,13627,46357
Shelden Williams,2008-12,15966,-1.04,627,13628,46358
Eduardo Najera,2009-13,6452,-1.04,637,13629,46359
Kwame Brown,2002-06,30741,-1.04,609,13630,46360
Luis Scola,2017-21,1902,-1.04,799,13631,46361
Jermareo Davidson,2006-10,1699,-1.04,617,13632,46362
Stanley Johnson,2012-16,7254,-1.04,659,13633,46363
Kostas Papanikolaou,2014-18,4458,-1.04,722,13634,46364
Brian Grant,2004-08,16630,-1.04,632,13635,46365
Dan Langhi,2000-04,4572,-1.04,600,13636,46366
Malcolm Miller,2015-19,1036,-1.04,756,13637,46367
Vitor Faverani,2010-14,1855,-1.04,627,13638,46368
Jeremy Tyler,2009-13,2460,-1.04,638,13639,46369
Jason Sasser,1999-03,142,-1.04,605,13640,46370
Dahntay Jones,2004-08,14516,-1.04,633,13641,46371
James Thomas,2001-05,394,-1.04,599,13642,46372
Andrew Nicholson,2013-17,15701,-1.04,679,13643,46373
Shelden Williams,2007-11,16901,-1.04,607,13644,46374
Glen Davis,2012-16,22795,-1.04,660,13645,46375
John Jenkins,2010-14,4262,-1.04,628,13646,46376
George King,2015-19,22,-1.04,757,13647,46377
Maurice Harkless,2012-16,25612,-1.04,661,13648,46378
Erick Green,2015-19,1776,-1.04,758,13649,46379
Josh Howard,2011-15,6634,-1.04,649,13650,46380
Rajon Rondo,2015-19,42123,-1.04,759,13651,46381
Quinton Ross,2001-05,5946,-1.04,600,13652,46382
Marcus Banks,2004-08,20605,-1.04,634,13653,46383
Jacob Evans,2017-21,2716,-1.04,800,13654,46384
Predrag Savovic,1999-03,1017,-1.04,606,13655,46385
Eric Paschall,2016-20,6874,-1.04,788,13656,46386
George King,2016-20,22,-1.05,789,13657,46387
George King,2017-21,22,-1.05,801,13658,46388
Earl Barron,2014-18,558,-1.05,723,13659,46389
Jason Sasser,1998-02,142,-1.05,609,13660,46390
Rodney Buford,2000-04,9793,-1.05,601,13661,46391
Andreas Glyniadakis,2007-11,306,-1.05,608,13662,46392
Kenny Anderson,2004-08,6216,-1.05,635,13663,46393
Travis Knight,1997-01,11382,-1.05,557,13664,46394
Marquis Teague,2009-13,1968,-1.05,639,13665,46395
Doug McDermott,2011-15,1306,-1.05,650,13666,46396
Steve Blake,2014-18,16785,-1.05,724,13667,46397
Troy Hudson,2007-11,2475,-1.05,609,13668,46398
Marcus Georges-Hunt,2016-20,1127,-1.05,790,13669,46399
Rajon Rondo,2017-21,35152,-1.05,802,13670,46400
Jarvis Varnado,2012-16,1589,-1.05,662,13671,46401
Efthimios Rentzias,2002-06,524,-1.05,610,13672,46402
Michael Curry,2005-09,917,-1.05,636,13673,46403
Maurice Taylor,1997-01,24160,-1.05,558,13674,46404
Manny Harris,2016-20,100,-1.05,791,13675,46405
Jonathan Bender,2005-09,415,-1.05,637,13676,46406
Adam Morrison,2003-07,8935,-1.05,634,13677,46407
Garrett Temple,2014-18,26599,-1.05,725,13678,46408
Sarunas Jasikevicius,2007-11,3896,-1.05,610,13679,46409
Miles Plumlee,2014-18,21415,-1.05,726,13680,46410
Chris Carr,2000-04,5658,-1.05,602,13681,46411
Josh Jackson,2014-18,8171,-1.05,727,13682,46412
Trey Lyles,2012-16,5141,-1.05,663,13683,46413
Ike Diogu,2011-15,1846,-1.05,651,13684,46414
Trey Lyles,2013-17,9620,-1.05,680,13685,46415
Juwan Howard,2003-07,44640,-1.05,635,13686,46416
Jacque Vaughn,2008-12,5972,-1.05,628,13687,46417
Elliot Williams,2009-13,585,-1.05,640,13688,46418
Cezary Trybanski,2002-06,383,-1.05,611,13689,46419
Troy Murphy,2011-15,6341,-1.05,652,13690,46420
Eric Snow,2005-09,28428,-1.05,638,13691,46421
Deonte Burton,2017-21,2561,-1.05,803,13692,46422
Antoine Rigaudeau,2003-07,331,-1.05,636,13693,46423
Sam Mitchell,2001-05,7022,-1.05,601,13694,46424
Andrew Bynum,2013-17,2016,-1.05,681,13695,46425
Joe Harris,2014-18,14949,-1.05,728,13696,46426
Reece Gaines,2003-07,2221,-1.05,637,13697,46427
Loren Woods,2003-07,7080,-1.05,638,13698,46428
Kostas Papanikolaou,2013-17,4458,-1.05,682,13699,46429
Austin Daye,2012-16,6936,-1.05,664,13700,46430
Lawrence Funderburke,1998-02,17902,-1.05,610,13701,46431
Manny Harris,2017-21,100,-1.05,804,13702,46432
Mike James,1998-02,435,-1.06,611,13703,46433
Kim English,2013-17,1569,-1.06,683,13704,46434
Charlie Villanueva,2016-20,2812,-1.06,792,13705,46435
Elton Brand,2014-18,8921,-1.06,729,13706,46436
Larry Drew II,2012-16,836,-1.06,665,13707,46437
Jarron Collins,1998-02,5599,-1.06,612,13708,46438
Sean Marks,1998-02,1329,-1.06,613,13709,46439
Sun Sun,2005-09,122,-1.06,639,13710,46440
Jermareo Davidson,2004-08,1214,-1.06,636,13711,46441
Mark Hendrickson,2000-04,249,-1.06,603,13712,46442
Alex Len,2012-16,14914,-1.06,666,13713,46443
Arinze Onuaku,2017-21,104,-1.06,805,13714,46444
Eldridge Recasner,1997-01,10918,-1.06,559,13715,46445
Melvin Ely,2007-11,6698,-1.06,611,13716,46446
Mark Pope,2002-06,1811,-1.06,612,13717,46447
Chris Wilcox,2012-16,5112,-1.06,667,13718,46448
Toby Bailey,1997-01,2895,-1.06,560,13719,46449
Christian Wood,2012-16,619,-1.06,668,13720,46450
Malik Allen,2006-10,14548,-1.06,618,13721,46451
Lance Thomas,2015-19,23149,-1.06,760,13722,46452
Corey Benjamin,2001-05,3747,-1.06,602,13723,46453
Brian Skinner,2003-07,25249,-1.06,639,13724,46454
Wayne Simien,2006-10,1954,-1.06,619,13725,46455
Jermareo Davidson,2007-11,1699,-1.06,612,13726,46456
Jeff McInnis,2003-07,27648,-1.06,640,13727,46457
Kareem Rush,2007-11,7062,-1.06,613,13728,46458
Ronny Turiaf,2012-16,7487,-1.06,669,13729,46459
Gary Payton,2006-10,18527,-1.06,620,13730,46460
Malachi Richardson,2016-20,2504,-1.06,793,13731,46461
Antonius Cleveland,2014-18,498,-1.06,730,13732,46462
Nick Collison,2017-21,803,-1.06,806,13733,46463
Xavier Henry,2009-13,7016,-1.06,641,13734,46464
Darvin Ham,2003-07,6935,-1.06,641,13735,46465
Eddie House,2004-08,24992,-1.06,637,13736,46466
Sherron Collins,2007-11,244,-1.06,614,13737,46467
Devin Green,2002-06,504,-1.06,613,13738,46468
Jarell Eddie,2016-20,912,-1.06,794,13739,46469
Jason Sasser,1997-01,142,-1.06,561,13740,46470
Sam Mitchell,1998-02,27132,-1.06,614,13741,46471
Robert Williams III,2015-19,1272,-1.07,761,13742,46472
